"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Lelystad"
"Nummer";;"HSB5"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Almere";"Zeewolde";"Noordoostpolder";"Urk";"Dronten";"Lelystad"
;;"4";"Hoek, W.M.M.";"255";"125";"10";"31";"0";"25";"64"
;;"5";"van Acquoij, R.H.";"3";"1";"1";"0";"0";"0";"1"
;;"6";"Hernández Martínez, A.";"64";"36";"0";"9";"0";"3";"16"
;;"7";"Fonhof, G.J.";"4";"2";"0";"1";"0";"1";"0"
;;"8";"van Tilborg, H.C.A.M.";"3";"1";"0";"1";"0";"1";"0"
;;"9";"van Orsouw, J.H.T.";"1";"0";"0";"1";"0";"0";"0"
;;"10";"Faassen, A.G.";"1";"1";"0";"0";"0";"0";"0"
;;"11";"Hessing, J.C.";"3";"1";"0";"0";"0";"1";"1"
;;"12";"Jablonski, J.";"19";"16";"0";"2";"0";"0";"1"
;;"13";"Bongers, J.W.M.";"4";"3";"1";"0";"0";"0";"0"
;;"14";"Franse, A.H.";"3";"2";"0";"1";"0";"0";"0"
;;"15";"van Loon, J.C.A.";"10";"3";"6";"0";"0";"0";"1"
;;"16";"de Kruif, F.N.J.";"27";"25";"0";"0";"0";"0";"2"
;;"17";"van Es, J.W.";"9";"4";"2";"0";"0";"0";"3"
;;"18";"Biever, R.M.";"3";"1";"0";"1";"0";"1";"0"
;;"19";"Hamersma, K.";"2";"1";"0";"0";"0";"1";"0"
;;"20";"Hornis, M.P.";"1";"0";"0";"0";"0";"0";"1"
;;"21";"van Aert, J.L.";"2";"1";"0";"0";"1";"0";"0"
;;"22";"Vriens, M.F.L.";"1";"1";"0";"0";"0";"0";"0"
;;"23";"Voets, J.J.M.";"3";"3";"0";"0";"0";"0";"0"
;;"24";"Hendriks, J.";"27";"14";"2";"2";"0";"1";"8"
"15";"BBB";;;"11774";"2721";"1071";"3385";"640";"2538";"1419"
;;"1";"van der Plas, C.A.M.";"9071";"2150";"835";"2679";"308";"1973";"1126"
;;"2";"Keijzer, M.C.G.";"1158";"300";"113";"298";"80";"245";"122"
;;"3";"Tuinman, G.P.";"163";"29";"14";"50";"7";"39";"24"
;;"4";"Vermeer, H.";"165";"16";"47";"23";"0";"65";"14"
;;"5";"Helder, L.M.J.S.";"66";"17";"4";"19";"2";"14";"10"
;;"6";"Pierik, C.R.";"136";"2";"8";"74";"5";"40";"7"
;;"7";"van Zanten, C.R.";"58";"22";"4";"13";"0";"14";"5"
;;"8";"Rummenie, J.F.";"7";"4";"0";"1";"0";"2";"0"
;;"9";"Pouw-Verweij, N.J.F.";"59";"22";"7";"12";"3";"7";"8"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"52";"3";"2";"36";"0";"8";"3"
;;"11";"Wijen-Nass, M.J.M.H.";"11";"2";"1";"2";"0";"6";"0"
;;"12";"Oostenbrink, M.";"5";"1";"0";"3";"0";"1";"0"
;;"13";"Rekers, J.D.";"10";"2";"0";"2";"1";"4";"1"
;;"14";"Hendriks, A.J.";"4";"2";"0";"1";"0";"1";"0"
;;"15";"Govaert, C.A.H.M.";"15";"3";"0";"1";"0";"9";"2"
;;"16";"van Vliet, L.R.";"5";"0";"1";"3";"0";"1";"0"
;;"17";"Hemmen, H.M.";"16";"5";"0";"1";"0";"8";"2"
;;"18";"van Vuuren, C.H.";"18";"1";"4";"3";"0";"9";"1"
;;"19";"van der Meer, S.";"20";"6";"1";"7";"0";"4";"2"
;;"20";"Stoop, C.J.";"2";"1";"0";"0";"0";"0";"1"
;;"21";"van Veen, A.";"379";"5";"6";"109";"231";"20";"8"
;;"22";"van Lissum, J.T.M.";"3";"2";"1";"0";"0";"0";"0"
;;"23";"Stegink, T.W.";"15";"1";"1";"1";"1";"8";"3"
;;"24";"Huiskamp, F.M.";"5";"4";"0";"0";"0";"1";"0"
;;"25";"Eppink, D.J.";"15";"7";"3";"2";"0";"3";"0"
;;"26";"Hankers, H.F.";"5";"0";"3";"0";"0";"1";"1"
;;"27";"Berghout, N.C.G.";"4";"0";"1";"1";"0";"2";"0"
;;"28";"Roubos, G.L.";"9";"6";"0";"2";"0";"0";"1"
;;"29";"Evers, G.J.A.";"5";"1";"0";"3";"0";"1";"0"
;;"30";"Sijbolts, M.A.";"2";"1";"0";"0";"0";"1";"0"
;;"31";"Poppe, W.P.";"8";"2";"0";"2";"0";"4";"0"
;;"32";"Swaag, J.H.";"4";"0";"0";"1";"0";"3";"0"
;;"33";"Waalkens, D.E.";"10";"1";"0";"3";"0";"6";"0"
;;"34";"de Ridder, R.J.G.";"4";"1";"1";"0";"0";"1";"1"
;;"35";"Jaspers, W.C.P.H.";"1";"0";"0";"1";"0";"0";"0"
;;"36";"Floors, G.W.C.";"3";"1";"0";"1";"0";"0";"1"
;;"37";"Luitwieler-Bosma, J.M.";"11";"1";"0";"8";"0";"0";"2"
;;"38";"Rood, I.";"2";"1";"0";"0";"0";"0";"1"
;;"39";"van Noort, M.";"112";"8";"4";"10";"0";"29";"61"
;;"40";"Cromwijk, J.";"7";"0";"1";"1";"2";"2";"1"
;;"41";"van Wijk, J.W.";"1";"0";"0";"0";"0";"1";"0"
;;"42";"Bos-Zandstra, K.J.";"6";"0";"0";"3";"0";"0";"3"
;;"43";"Egelmeers, P.C.J.M.";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Baltus, A.W.M.";"3";"0";"1";"1";"0";"1";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"4";"1";"1";"1";"0";"0";"1"
;;"46";"Schoone, L.";"9";"1";"2";"3";"0";"1";"2"
;;"47";"Spätgens, J.M.";"3";"2";"0";"0";"0";"1";"0"
;;"48";"Zeedzen, D.";"1";"1";"0";"0";"0";"0";"0"
;;"49";"Beijer, N.";"87";"82";"1";"0";"0";"1";"3"
;;"50";"Vedder, H.L.";"15";"4";"4";"4";"0";"1";"2"
"16";"BIJ1";;;"1900";"1590";"15";"46";"5";"42";"202"
;;"1";"Olf, E.M.";"817";"691";"6";"19";"2";"14";"85"
;;"2";"Mc Cray, L.";"256";"192";"5";"7";"3";"15";"34"
;;"3";"Salmi, L.";"112";"82";"1";"4";"0";"2";"23"
;;"4";"Courtar, G.O.";"54";"44";"0";"2";"0";"0";"8"
;;"5";"de Miranda, E.N.";"333";"313";"3";"5";"0";"1";"11"
;;"6";"Berend, C.E.W.R.";"112";"95";"0";"3";"0";"4";"10"
;;"7";"Luhrs, Y.";"30";"23";"0";"0";"0";"3";"4"
;;"8";"Gal, Y.";"6";"5";"0";"0";"0";"1";"0"
;;"9";"ten Caat, J.";"2";"1";"0";"0";"0";"0";"1"
;;"10";"Zandee, J.I.N.";"10";"8";"0";"1";"0";"0";"1"
;;"11";"Bakker, D.L.";"15";"13";"0";"0";"0";"0";"2"
;;"12";"Wienen, R.D.";"15";"14";"0";"0";"0";"0";"1"
;;"13";"Bijleveld, D.";"32";"22";"0";"1";"0";"1";"8"
;;"14";"Vrede, R.I.";"87";"72";"0";"2";"0";"1";"12"
;;"15";"Timmer, R.S.Y.";"19";"15";"0";"2";"0";"0";"2"
"17";"Piratenpartij - De Groenen";;;"252";"126";"10";"25";"6";"18";"67"
;;"1";"van Treuren, M.A.";"123";"58";"3";"10";"4";"13";"35"
;;"2";"Sadloe, S.";"48";"23";"1";"5";"1";"2";"16"
;;"3";"van Zwoll, R.M.E.";"21";"14";"0";"1";"1";"0";"5"
;;"4";"Pontier, M.A.";"15";"8";"4";"2";"0";"0";"1"
;;"5";"Brandsma, W.A.";"3";"2";"0";"0";"0";"0";"1"
;;"6";"ter Haar, O.H.";"1";"1";"0";"0";"0";"0";"0"
;;"7";"Zimmerman, H.K.";"10";"6";"0";"0";"0";"1";"3"
;;"8";"van Rijn, M.P.";"5";"2";"0";"1";"0";"0";"2"
;;"9";"Berendsen, P.";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"2";"2";"0";"0";"0";"0";"0"
;;"12";"Werner, D.R.";"1";"1";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"1";"0";"0";"0";"0";"0";"1"
;;"14";"Russchenberg, S.";"1";"1";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"1";"0";"1";"0";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"2";"0";"0";"0";"0";"1";"1"
;;"20";"Werner-Wafelman, L.S.";"5";"2";"0";"1";"0";"1";"1"
;;"21";"Plesa, B.";"1";"0";"1";"0";"0";"0";"0"
;;"22";"Bouma, E.";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"1";"0";"0";"1";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"1";"1";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"1";"0";"0";"1";"0";"0";"0"
;;"33";"van Breemen, W.";"1";"1";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"8";"4";"0";"3";"0";"0";"1"
"18";"BVNL / Groep Van Haga";;;"1447";"663";"116";"161";"77";"162";"268"
;;"1";"van Haga, W.R.";"1008";"478";"73";"107";"55";"110";"185"
;;"2";"Krol, H.C.M.";"98";"33";"30";"7";"1";"15";"12"
;;"3";"van Keimpema, J.S.";"99";"40";"2";"21";"5";"17";"14"
;;"4";"Dercksen, R.G.J.";"6";"3";"0";"0";"0";"0";"3"
;;"5";"Koopmans - van der Veen, W.J.";"27";"6";"2";"7";"0";"5";"7"
;;"6";"van Aalst, R.R.";"3";"1";"0";"1";"0";"1";"0"
;;"7";"Emons, I.M.A.";"13";"5";"1";"2";"0";"1";"4"
;;"8";"Shahbazi Fishtali, S.";"18";"10";"2";"1";"0";"0";"5"
;;"9";"de Kok, A.";"1";"0";"0";"1";"0";"0";"0"
;;"10";"van Tellingen, H.P.";"3";"1";"0";"0";"0";"1";"1"
;;"11";"van der Velden, P.";"2";"0";"0";"1";"1";"0";"0"
;;"12";"Ramautarsing, Y.J.S.";"8";"4";"0";"0";"1";"0";"3"
;;"13";"Bosscher, C.J.";"8";"3";"0";"1";"0";"1";"3"
;;"14";"Wijnschenk, H.H.R.";"47";"39";"0";"0";"0";"1";"7"
;;"15";"Hulleman, S.P.X.";"37";"5";"3";"4";"14";"5";"6"
;;"16";"Schuiling, A.";"1";"0";"0";"1";"0";"0";"0"
;;"17";"van der Veen, T.A.";"7";"3";"1";"1";"0";"0";"2"
;;"18";"Schilder, P.C.J.";"4";"1";"0";"2";"0";"0";"1"
;;"19";"Vogelzang, S.J.";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Vulders, S.";"1";"0";"0";"0";"0";"0";"1"
;;"22";"van der Wiele, D.";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Brunke, R.L.";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Gorter-de Vos, M.";"1";"0";"0";"0";"0";"0";"1"
;;"25";"van Dalen, E.H.";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Wiersma, K.J.";"1";"0";"0";"0";"0";"0";"1"
;;"27";"van Kassel, P.";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"1";"1";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"3";"2";"0";"0";"0";"0";"1"
;;"34";"Dienjes, C.S.";"0";"0";"0";"0";"0";"0";"0"
;;"35";"de Bekker, M.A.";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"1";"0";"0";"0";"0";"0";"1"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Buuren, M.J.";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Overeem, A.C.";"27";"19";"2";"2";"0";"2";"2"
;;"42";"Thiessens, F.B.M.";"3";"3";"0";"0";"0";"0";"0"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"8";"5";"0";"0";"0";"1";"2"
;;"45";"Filippini, L.T.C.";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"4";"0";"0";"1";"0";"1";"2"
;;"47";"Elens, R.B.";"2";"0";"0";"0";"0";"0";"2"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"2";"0";"0";"1";"0";"1";"0"
;;"50";"Smolders, H.A.J.";"3";"1";"0";"0";"0";"0";"2"
"19";"Nieuw Sociaal Contract";;;"27821";"12082";"2007";"4329";"765";"3932";"4706"
;;"1";"Omtzigt, P.H.";"24975";"10708";"1778";"3959";"727";"3555";"4248"
;;"2";"van Vroonhoven-Kok, J.N.";"1185";"490";"130";"151";"15";"183";"216"
;;"3";"Uitermark, J.J.M.";"241";"101";"16";"38";"3";"33";"50"
;;"4";"Veldkamp, C.C.J.";"51";"21";"9";"3";"1";"9";"8"
;;"5";"Palmen-Schlangen, S.T.P.H.";"132";"50";"12";"13";"4";"27";"26"
;;"6";"van Hijum, Y.J.";"51";"14";"2";"19";"0";"8";"8"
;;"7";"Soepboer, A.J.";"79";"30";"6";"20";"4";"3";"16"
;;"8";"Joseph, A.S.";"55";"23";"6";"6";"0";"11";"9"
;;"9";"Six Dijkstra, J.P.S.";"30";"12";"3";"5";"0";"4";"6"
;;"10";"Welzijn, R.M.";"62";"45";"2";"1";"1";"6";"7"
;;"11";"Postma, W.L.";"11";"6";"1";"2";"0";"1";"1"
;;"12";"Zeedijk-Raeven, F.A.";"23";"13";"2";"2";"0";"2";"4"
;;"13";"Idsinga, F.L.";"6";"2";"2";"1";"0";"0";"1"
;;"14";"Jansen, D.E.M.C.";"42";"10";"2";"13";"1";"10";"6"
;;"15";"van Oostenbruggen, T.";"10";"7";"2";"0";"0";"0";"1"
;;"16";"Kahraman, I.";"14";"7";"2";"2";"0";"2";"1"
;;"17";"Hertzberger, R.Y.";"62";"20";"3";"10";"2";"18";"9"
;;"18";"Bruyning, F.H.";"474";"380";"9";"19";"0";"25";"41"
;;"19";"van Dijk, O.C.";"21";"10";"4";"2";"0";"2";"3"
;;"20";"Holman, H.";"19";"2";"0";"10";"1";"2";"4"
;;"21";"Boomsma, D.T.";"14";"11";"2";"0";"0";"1";"0"
;;"22";"Heite, A.";"35";"9";"2";"16";"2";"3";"3"
;;"23";"Saris, I.G.";"22";"8";"1";"6";"1";"4";"2"
;;"24";"Wingelaar, N.T.P.";"10";"2";"0";"2";"0";"4";"2"
;;"25";"Koops, W.J.";"2";"1";"0";"1";"0";"0";"0"
;;"26";"Achahbar, N.";"31";"20";"0";"2";"0";"5";"4"
;;"27";"van Waveren, A.";"4";"2";"0";"0";"0";"1";"1"
;;"28";"de Korte-Verhoef, M.C.";"22";"11";"3";"4";"0";"2";"2"
;;"29";"Boelhouwer, N.P.";"10";"5";"1";"3";"1";"0";"0"
;;"30";"Schouten, M.A.C.";"2";"2";"0";"0";"0";"0";"0"
;;"31";"Kouwenhoven, A.J.";"5";"1";"0";"0";"0";"0";"4"
;;"32";"Verouden, V.C.H.M.";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Heine, J.A.H.";"5";"0";"0";"4";"0";"0";"1"
;;"34";"Pouwelse, S.F.W.";"4";"1";"0";"1";"0";"0";"2"
;;"35";"de Leeuw-Jongejans, M.M.";"4";"3";"0";"1";"0";"0";"0"
;;"36";"Hartog, I.C.";"6";"0";"0";"2";"1";"1";"2"
;;"37";"van Bruchem, R.H.J.";"1";"0";"0";"0";"0";"0";"1"
;;"38";"van de Ven, M.A.A.";"1";"1";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"11";"3";"1";"1";"0";"2";"4"
;;"40";"Hassoo, W.";"27";"23";"1";"0";"1";"1";"1"
;;"41";"Graafland-van Duijn, M.A.";"30";"16";"1";"1";"0";"4";"8"
;;"42";"den Hartogh, A.";"7";"2";"0";"5";"0";"0";"0"
;;"43";"Wessels, R.";"4";"2";"1";"0";"0";"0";"1"
;;"44";"Geleijnse, S.";"21";"8";"3";"4";"0";"3";"3"
"20";"Splinter";;;"342";"210";"19";"23";"2";"30";"58"
;;"1";"van Kooten-Arissen, F.M.";"254";"156";"13";"17";"1";"22";"45"
;;"2";"Ipenburg, N.";"23";"10";"3";"1";"0";"3";"6"
;;"3";"Bogers, T.J.";"4";"2";"0";"1";"0";"0";"1"
;;"4";"Vos, J.";"3";"2";"0";"0";"0";"0";"1"
;;"5";"Jansma, D.M.";"5";"4";"0";"0";"0";"1";"0"
;;"6";"Mu'ayyed Mir-Damádi, N.";"3";"2";"0";"0";"0";"1";"0"
;;"7";"Rasenberg, N.E.";"7";"4";"1";"1";"1";"0";"0"
;;"8";"Janssen, P.G.";"2";"1";"0";"0";"0";"0";"1"
;;"9";"van der Weide, Y.";"5";"5";"0";"0";"0";"0";"0"
;;"10";"Wehnes, E.";"1";"1";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"1";"0";"0";"0";"0";"0";"1"
;;"12";"Hoedeman, A.D.J.";"1";"1";"0";"0";"0";"0";"0"
;;"13";"Rechards, B.P.";"1";"1";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"0";"0";"0";"0";"0";"0";"0"
;;"15";"van Dam, G.A.J.";"5";"4";"1";"0";"0";"0";"0"
;;"16";"Abrahams, J.M.";"4";"2";"0";"1";"0";"0";"1"
;;"17";"Kuin, D.";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Gerritsen, M.C.G.";"3";"2";"0";"0";"0";"0";"1"
;;"19";"Leijendekkers, L.S.";"3";"1";"1";"0";"0";"1";"0"
;;"20";"de Ruiter, T.K.";"2";"2";"0";"0";"0";"0";"0"
;;"21";"Pijnenburg, G.A.J.";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Schot, M.";"4";"3";"0";"1";"0";"0";"0"
;;"23";"Ezendam, N.";"2";"1";"0";"1";"0";"0";"0"
;;"24";"Peeters, L.M.";"3";"1";"0";"0";"0";"2";"0"
;;"25";"de Groot, D.S.";"2";"2";"0";"0";"0";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Bruijstens, P.";"1";"0";"0";"0";"0";"0";"1"
;;"28";"Keizer, M.B.";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Gol, T.M.L.";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Keyser, I.";"3";"3";"0";"0";"0";"0";"0"
"21";"LP (Libertaire Partij)";;;"104";"61";"7";"12";"1";"8";"15"
;;"1";"van Lamoen, T.J.";"68";"40";"6";"9";"1";"3";"9"
;;"2";"Burggraaf, B.W.";"2";"1";"0";"0";"0";"0";"1"
;;"3";"Verhagen, P.H.";"2";"1";"0";"0";"0";"1";"0"
;;"4";"Zijlstra, J.";"2";"1";"0";"0";"0";"1";"0"
;;"5";"Meijer, T.D.J.";"2";"1";"0";"0";"0";"1";"0"
;;"6";"Huijs, T.";"1";"1";"0";"0";"0";"0";"0"
;;"7";"Pailer, S.";"5";"1";"1";"1";"0";"0";"2"
;;"8";"Loman, W.P.J.A.";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van den Brink, G.D.";"2";"0";"0";"0";"0";"1";"1"
;;"10";"Backhuijs, W.Q.";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Koopmans, S.F.P.";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"1";"0";"0";"1";"0";"0";"0"
;;"13";"Noortman, M.";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Visser, P.R.";"1";"0";"0";"0";"0";"1";"0"
;;"15";"Mens, R.W.";"1";"0";"0";"1";"0";"0";"0"
;;"16";"Brokke, M.A.";"2";"2";"0";"0";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"11";"10";"0";"0";"0";"0";"1"
;;"18";"Hartkamp, P.L.";"3";"2";"0";"0";"0";"0";"1"
;;"19";"Vermeulen, E.";"1";"1";"0";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"153";"99";"5";"8";"1";"10";"30"
;;"1";"van Duijn, D.C.";"71";"45";"2";"4";"0";"4";"16"
;;"2";"Zantman, N.M.";"40";"28";"1";"3";"0";"2";"6"
;;"3";"Neijts, Z.V.";"15";"10";"0";"0";"1";"1";"3"
;;"4";"Wijnker, M.I.";"5";"3";"1";"0";"0";"0";"1"
;;"5";"Bloem, J.F.";"2";"2";"0";"0";"0";"0";"0"
;;"6";"van Westerlaak, R.M.G.";"0";"0";"0";"0";"0";"0";"0"
;;"7";"van Diest, Y.A.";"1";"0";"0";"0";"0";"0";"1"
;;"8";"Kherrazi, W.";"1";"1";"0";"0";"0";"0";"0"
;;"9";"Pont, I.";"3";"1";"1";"0";"0";"1";"0"
;;"10";"Torres Noordenbos, D.";"1";"1";"0";"0";"0";"0";"0"
;;"11";"Gunning, M.";"1";"1";"0";"0";"0";"0";"0"
;;"12";"Berends, M.C.";"1";"1";"0";"0";"0";"0";"0"
;;"13";"Pickkers, L.J.";"2";"2";"0";"0";"0";"0";"0"
;;"14";"Sjiem-Fat, S.D.";"1";"1";"0";"0";"0";"0";"0"
;;"15";"Hulst, P.W.";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bijl, L.";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Twaalfhoven, M.";"2";"1";"0";"0";"0";"0";"1"
;;"18";"Melis, E.M.";"2";"1";"0";"0";"0";"1";"0"
;;"19";"van Die, B.L.Y.";"1";"0";"0";"0";"0";"0";"1"
;;"20";"van Rooij, M.H.M.";"4";"1";"0";"1";"0";"1";"1"
"23";"Samen voor Nederland";;;"173";"85";"6";"29";"2";"20";"31"
;;"1";"Reijinga, M.";"90";"46";"2";"14";"1";"12";"15"
;;"2";"You-ala, S.";"22";"12";"1";"4";"0";"2";"3"
;;"3";"ten Seldam, W.";"4";"0";"0";"3";"0";"0";"1"
;;"4";"Olde Kalter, D.H.";"2";"1";"0";"0";"0";"0";"1"
;;"5";"Verspeek, M.R.";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huzen, J.";"10";"2";"0";"2";"1";"1";"4"
;;"7";"Buijs, L.J.";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Vaneker, N.C.";"12";"4";"2";"2";"0";"2";"2"
;;"9";"Kuiper, T.R.M.";"1";"0";"0";"0";"0";"1";"0"
;;"10";"Berndsen, V.";"1";"1";"0";"0";"0";"0";"0"
;;"11";"Bosman, M.";"1";"1";"0";"0";"0";"0";"0"
;;"12";"van den Berg, D.";"1";"1";"0";"0";"0";"0";"0"
;;"13";"Dekker, C.J.";"1";"0";"0";"1";"0";"0";"0"
;;"14";"Seijffert-Wubbels, J.M.";"2";"2";"0";"0";"0";"0";"0"
;;"15";"Korving, R.J.";"2";"0";"0";"0";"0";"1";"1"
;;"16";"Wagt, B.";"1";"0";"0";"1";"0";"0";"0"
;;"17";"van der Pluijm, D.L.L.";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Verspeek, M.";"1";"0";"0";"1";"0";"0";"0"
;;"19";"Ebbers, M.";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Timmer, B.";"1";"0";"0";"1";"0";"0";"0"
;;"21";"Ijben, M.W.";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bink, S.";"2";"1";"0";"0";"0";"0";"1"
;;"23";"Roebersen, F.J.";"2";"2";"0";"0";"0";"0";"0"
;;"24";"Ottenhoff, R.S.A.";"1";"1";"0";"0";"0";"0";"0"
;;"25";"Honders, A.J.";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Huijing, A.A.";"1";"0";"0";"0";"0";"1";"0"
;;"27";"Heesterman, E.";"2";"1";"0";"0";"0";"0";"1"
;;"28";"Zwijnenburg, E.J.";"13";"10";"1";"0";"0";"0";"2"
"24";"Nederland met een PLAN";;;"180";"119";"3";"10";"2";"8";"38"
;;"1";"Chan, K.K.";"117";"84";"1";"6";"1";"2";"23"
;;"2";"Hogeweg, M.Y.";"23";"13";"1";"3";"0";"2";"4"
;;"3";"Groeneveld, R.M.";"4";"1";"0";"0";"0";"2";"1"
;;"4";"Bouwman, A.K.";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Lutgens, S.I.";"1";"1";"0";"0";"0";"0";"0"
;;"6";"Bakker, R.";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Dong, L.";"9";"4";"1";"0";"0";"0";"4"
;;"8";"Riley, M.L.H.";"6";"4";"0";"0";"0";"0";"2"
;;"9";"Chan, S.S.";"2";"1";"0";"0";"0";"0";"1"
;;"10";"Cai, Y.";"7";"5";"0";"0";"0";"0";"2"
;;"11";"Bosch, D.M.I.T.M.G.";"2";"0";"0";"0";"0";"2";"0"
;;"12";"Fan, W.";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Adolfse, V.W.M.M.";"1";"1";"0";"0";"0";"0";"0"
;;"14";"Cao, X.";"2";"0";"0";"1";"1";"0";"0"
;;"15";"Lee, C.Y.";"1";"1";"0";"0";"0";"0";"0"
;;"16";"Aabidi, M.";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Chang, M.J.P.L.";"5";"4";"0";"0";"0";"0";"1"
"26";"Politieke Partij voor Basisinkomen";;;"67";"38";"3";"2";"0";"3";"21"
;;"1";"Hannen, G.H.";"25";"15";"2";"1";"0";"1";"6"
;;"2";"van Mierlo, L.M.A.";"4";"3";"0";"0";"0";"0";"1"
;;"3";"Delsing, S.A.M.";"17";"12";"0";"0";"0";"1";"4"
;;"4";"Diepenhorst, R.R.R.";"1";"0";"0";"0";"0";"0";"1"
;;"5";"Binsbergen, E.";"4";"2";"0";"0";"0";"0";"2"
;;"6";"Smit, H.R.M.P.";"2";"1";"1";"0";"0";"0";"0"
;;"7";"Veeger, M.J.M.";"0";"0";"0";"0";"0";"0";"0"
;;"8";"van der Staaij, E.J.";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Karremann, R.L.";"1";"1";"0";"0";"0";"0";"0"
;;"10";"Rosenbaum, D.";"2";"0";"0";"0";"0";"0";"2"
;;"11";"Sijtsma, S.";"11";"4";"0";"1";"0";"1";"5"
